Gemeineschluessel;Kreisschluessel;Stimmkreis;Name
779162;779;706;Hohenaltheim
779163;779;706;Holzheim
779167;779;706;Huisheim
779169;779;706;Kaisheim, M
779176;779;706;Maihingen
779177;779;706;Marktoffingen
779178;779;706;Marxheim
779180;779;706;Megesheim
779181;779;706;Mertingen
779184;779;706;Mönchsdeggingen
779185;779;706;Möttingen
779186;779;706;Monheim, St
779187;779;706;Münster
779188;779;706;Munningen
779192;779;706;Niederschönenfeld
779194;779;706;Nördlingen, GKSt
779196;779;706;Oberndorf a.Lech
779197;779;706;Oettingen i.Bay., St
779198;779;706;Otting
779201;779;706;Rain, St
779203;779;706;Reimlingen
779206;779;706;Rögling
779217;779;706;Tagmersheim
779218;779;706;Tapfheim
779224;779;706;Wallerstein, M
779226;779;706;Wechingen
779228;779;706;Wemding, St
779231;779;706;Wolferstadt
780112;780;709;Altusried, M
780113;780;710;Balderschwang
780114;780;709;Betzigau
780115;780;710;Blaichach
780116;780;710;Bolsterlang
780117;780;709;Buchenberg, M
780118;780;710;Burgberg i.Allgäu
780119;780;709;Dietmannsried, M
780120;780;709;Durach
780121;780;710;Fischen i.Allgäu
780122;780;709;Haldenwang
780123;780;710;Bad Hindelang, M
780124;780;710;Immenstadt i.Allgäu, St
780125;780;709;Lauben
780127;780;709;Missen-Wilhams
780128;780;709;Oy-Mittelberg
780131;780;710;Obermaiselstein
780132;780;710;Oberstaufen, M
780133;780;710;Oberstdorf, M
780134;780;710;Ofterschwang
780137;780;710;Rettenberg
780139;780;710;Sonthofen, St
780140;780;709;Sulzberg, M
780143;780;709;Waltenhofen
780144;780;709;Weitnau, M
780145;780;709;Wertach, M
780146;780;709;Wiggensbach, M
780147;780;709;Wildpoldsried
